Project,AC,AHF,AIF,ANC,C,CC,CF,CLOC,COM_RAT,Cp,CSS,Ct,EC,FILES,Groovy,HTML,IC,J,Jc,Jf,JLOC,Jm,JS,JSP,JTA,JTC,JTM,KT,L(CSS),L(Groovy),L(HTML),L(J),L(JS),L(JSP),L(KT),L(XML),LEAF,LOC,LOCp,LOCt,METH,MHF,MIF,MOD,NCLOC,NCLOCp,NCLOCt,NTC,NTI,P,PF,ROOT,TCOM_RAT,TEST_RAT,TODO,v(G)avg,v(G)tot,XML
project,3,76.64%,82.83%,0,453,416,6.58%,"3,554",11.52%,452,0,1,4,324,4,0,30,164,28.05%,9.93%,"1,584",10.23%,0,0,0,0,0,0,0,111,0,"23,882",0,0,0,"6,340",411,"30,853","29,991",11,"1,636",40.76%,14.34%,4,"27,406","26,586",8,155,9,27,230.75%,239,12.97%,0.04%,3,2.41,"3,816",140

